Name,Address,phone,fax,speciality,NpiNumber,lbn,dba,authOfficialName,entity,organizationSubpart,enumeratioDate,lastUpdated,identifiers
HUDSON HEADWATERS HEALTH NETWORK, 3767 MAIN ST WARRENSBURG NY 12885-1890,518-623-2844,518-623-3416,"Federally Qualified Health Center (FQHC),Advanced Practice Midwife,Cardiovascular Disease,Family Medicine,Internal Medicine,Nurse Practitioner,Obstetrics & Gynecology,Orthopaedic Surgery,Otolaryngology,Pediatrics,Physician Assistant,Podiatrist,Social Worker,Urgent Care,Urology",1194738344,HUDSON HEADWATERS HEALTH NETWORK,,CHRISTOPHER TOURNIER - (CFO),Organization,Yes,08/15/2006,03/23/2017 - More than a year ago,NY Medicaid 03289907
JOHANNA HUFFUrgent Care, 314 S WELLS ST SISTERSVILLE WV 26175-1098,304-652-2611,,"Urgent Care,Rural",1063800886,,,,Individual,,12/31/2014,04/12/2016 - More than a year ago,WV License # APRN62719NP
HUMANA TELEMED LBN AMERICAN CURRENT CARE PA, 505 WEST MAIN STREET LOUISVILLE KY 40202-0000,502-476-3335,,Urgent Care,1710328216,AMERICAN CURRENT CARE PA,HUMANA TELEMED,WILLIAM FOGARTY - (PRESIDENT),Organization,No,07/12/2013,07/12/2013 - About 5 years ago,n/a
"HUMBLE SURGICAL HOSPITAL, LLC", 2104 FM 2920 RD SUITE A SPRING TX 77388-3676,713-532-7311,,Urgent Care,1295188738,"HUMBLE SURGICAL HOSPITAL, LLC",,OMAR KIGGUNDU - (MANAGING MEMBER),Organization,No,07/20/2016,07/20/2016 - More than a year ago,n/a
HUNT REGIONAL MEDICAL PARTNERS LBN HUNT REGIONAL URGENT CARE, 3206 INTERSTATE 30 SUITE B GREENVILLE TX 75402,903-408-7979,903-454-8751,Urgent Care,1033617931,HUNT REGIONAL URGENT CARE,HUNT REGIONAL MEDICAL PARTNERS,RICHARD CARTER - (CEO),Organization,No,01/25/2018,02/16/2018 - About 2 months ago,n/a
HUNT REGIONAL URGENT CARE LBN HUNT REGIONAL MEDICAL PARTNERS, 3206 INTERSTATE 30 SUITE B GREENVILLE TX 75402,903-408-7979,,Urgent Care,1821593567,HUNT REGIONAL MEDICAL PARTNERS,HUNT REGIONAL URGENT CARE,RICHARD CARTER - (CEO),Organization,Yes,03/26/2018,03/26/2018 - About 3 weeks ago,n/a
HUNT VALLEY URGENT CARE, 10 WARREN RD SUITE 110 COCKEYSVILLE MD 21030-2506,410-628-2140,410-667-4703,Urgent Care,1194005512,HUNT VALLEY URGENT CARE,,RONALD BROADWATER - (DOCTOR),Organization,No,08/17/2011,08/17/2011 - About 7 years ago,MD License # D15200
HUNTER MCGUIRE MEDICAL CENTER, 1510 W MCNEESE ST LAKE CHARLES LA 70605-4242,337-478-3177,337-474-9672,Urgent Care,1942413612,HUNTER MCGUIRE MEDICAL CENTER,,HOWARD RIGG - (M.D.),Organization,No,05/08/2007,12/05/2007 - About 10 years ago,LA License # RN071496
HUNTERDON URGENT CARE AT FLEMINGTON LBN HUNTERDON URGENT CARE PC, 63 CHURCH ST SUITE 101 FLEMINGTON NJ 08822-1627,908-237-4036,908-788-6055,Urgent Care,1578910428,HUNTERDON URGENT CARE PC,HUNTERDON URGENT CARE AT FLEMINGTON,DAVID SKILLINGE - (PRESIDENT MEDICAL PRACTICES),Organization,No,05/20/2016,05/20/2016 - More than a year ago,NJ Other 1154791796 NPI
HUNTERDON URGENT CARE PC, 2100 WESCOTT DR FLEMINGTON NJ 08822-4603,908-237-6077,908-788-6422,Urgent Care,1154791796,HUNTERDON URGENT CARE PC,,"DAVID SKILLINGE - (VICE PRESIDENT, MEDICAL PRACTICES)",Organization,No,09/25/2015,04/27/2016 - More than a year ago,n/a
"HUNTINGTON BEACH URGENT CARE LBN HUNTINGTON BEACH MEDICAL GROUP, INC.", 17752 BEACH BLVD SUITE 203 HUNTINGTON BEACH CA 92647-6838,714-841-2124,714-841-2126,Urgent Care,1265574271,"HUNTINGTON BEACH MEDICAL GROUP, INC.",HUNTINGTON BEACH URGENT CARE,BARRY SCHWARTZ - (PRESIDENT),Organization,No,02/13/2007,10/16/2009 - About 8 years ago,n/a
"HUNTSVILLE FAMILY PRACTICE P.C,", 2358 WHITESBURG DR S HUNTSVILLE AL 35801-3830,256-539-7680,,"Family Medicine,Durable Medical Equipment & Medical Supplies,Family,Urgent Care",1982881652,"HUNTSVILLE FAMILY PRACTICE P.C,",,MELISSA ANDERSON - (PRESIDENT),Organization,No,01/24/2008,11/02/2009 - About 8 years ago,n/a
"HUNTSVILLE URGENT CARE, LLC", 640 IH 45 S HUNTSVILLE TX 77340-6433,303-435-7161,,Urgent Care,1720360159,"HUNTSVILLE URGENT CARE, LLC",,LISA AUSTIN - (VICE PRESIDENT OF OPERATIONS),Organization,No,09/12/2011,09/12/2011 - About 7 years ago,n/a
HURLEY HEALTH SERVICES URGENT CARE CLINIC LBN HURLEY HEALTH SERVICES, 1794 N LAPEER RD SUITE D LAPEER MI 48446-7664,810-245-1800,810-969-4407,"Clinic/Center,Urgent Care",1164795357,HURLEY HEALTH SERVICES,HURLEY HEALTH SERVICES URGENT CARE CLINIC,JAMES BUTERAKOS - (EXECUTIVE DIRECTOR),Organization,No,02/17/2012,06/30/2015 - About 3 years ago,MI Other OD40125 BCBSM MI Other OB50731 BCBSM URGENT CARE GROUP PIN MI Other 70-0-B5-1070-0 BLUE CROSS BLUE SHIELD GROUP # MI Other OM32030 MEDICARE GROUP # MI Other 0M32030 MEDICARE PTAN
HURLEY MEDICAL CENTER, 1 HURLEY PLZ FLINT MI 48503-5902,810-262-9000,810-760-0440,"Urgent Care,Emergency Medicine",1821435132,HURLEY MEDICAL CENTER,,"RUTH SCHANG - (DIRECTOR, PROFESSIONAL BILLING DEPT)",Organization,Yes,05/28/2013,12/20/2017 - About 4 months ago,n/a
HURLEY MEDICAL CENTER, 8759 MONROE RD DURAND MI 48429-1062,810-262-2710,810-262-9955,"Urgent Care,Emergency Medicine",1962937425,HURLEY MEDICAL CENTER,,"RUTH SCHANG - (DIRECTOR, BILLING DEPT.)",Organization,No,04/21/2017,03/17/2018 - About a month ago,n/a
HURON VALLEY HOSPITAL INC, 1 WILLIAM CARLS DR COMMERCE TOWNSHIP MI 48382-2201,248-937-3374,248-937-3378,Urgent Care,1528261419,HURON VALLEY HOSPITAL INC,,WILLIAM LANTZY - (VICE PRESIDENT FINANCE),Organization,No,06/07/2007,05/15/2008 - About 10 years ago,MI Other 0F33444 BCBSM
"HUTCHESON URGENT CARE, LLC", 4700 BATTLEFIELD PKWY SUITE 150 RINGGOLD GA 30736-5166,706-861-2826,706-861-2773,Urgent Care,1326453671,"HUTCHESON URGENT CARE, LLC",,STACEY KAUFMANN - (VICE PRESIDENT),Organization,No,06/25/2014,06/25/2014 - About 4 years ago,n/a
HWY 53 URGENT HEALTH CARE, 3740 HIGHWAY 53 SUITE Y HUNTSVILLE AL 35806-4722,256-859-0555,256-859-4008,Urgent Care,1316204944,HWY 53 URGENT HEALTH CARE,,CARLETON PYFROM - (PRESIDENT/CEO),Organization,No,04/20/2012,12/01/2016 - More than a year ago,n/a
"I AM HEALTH CLINIC, LLC", 1005 S ALLISON RD SUITE A EL DORADO SPRINGS MO 64744-2431,417-876-4771,417-876-4775,"Clinic/Center,Primary Care,Urgent Care",1104106103,"I AM HEALTH CLINIC, LLC",,CHERI ALLISON - (OWNER/MANAGER),Organization,No,08/22/2011,08/22/2011 - About 7 years ago,n/a
IAMERICA URGENT CARE PC, 19451 W WARREN AVE DETROIT MI 48228-3361,313-307-0088,,Urgent Care,1801391230,IAMERICA URGENT CARE PC,,RABIA LATIF - (MANAGER),Organization,No,03/27/2018,03/27/2018 - About 2 weeks ago,n/a
IBERIA URGENT CARE LBN HULIN URGENT CARE SERVICES LLC, 1110 E SAINT PETER ST NEW IBERIA LA 70560-3932,337-364-1166,337-364-7090,Urgent Care,1699049262,HULIN URGENT CARE SERVICES LLC,IBERIA URGENT CARE,CLAYT HULIN - (OWNER),Organization,No,02/29/2012,11/21/2013 - About 4 years ago,n/a
ICARE CENTER LLC, 21001 SE 29TH ST HARRAH OK 73045-6591,405-682-8383,,"Urgent Care,Family Medicine,Multi-Specialty",1881190833,ICARE CENTER LLC,,SENTHIL RAJU - (PROVIDER),Organization,No,03/30/2018,03/30/2018 - About 2 weeks ago,OK Other ========= TIN
ICARE MEDICAL, 100 SUSAN DR JOHNSTOWN PA 15905-2826,814-509-0099,,Urgent Care,1912290008,ICARE MEDICAL,,SAFOUH MALHIS - (OWNER),Organization,No,05/23/2011,06/13/2014 - About 4 years ago,n/a
"ICCO, LLC", 598 E 13TH AVE EUGENE OR 97401-4783,541-636-3473,541-636-3480,Urgent Care,1407004757,"ICCO, LLC",,ALEX MORLEY - (MEDICAL DIRECTOR),Organization,No,08/28/2008,03/22/2018 - About 3 weeks ago,n/a
"IDAHO URGENT CARE PROVIDER NETWORK, LLC", 7332 E BUTHERUS DR HANGAR ONE SCOTTSDALE AZ 85260-2426,813-777-6453,,Urgent Care,1336407659,"IDAHO URGENT CARE PROVIDER NETWORK, LLC",,LOU HORWITZ - (EXECUTIVE DIRECTOR),Organization,No,04/24/2012,04/24/2012 - About 6 years ago,ID License # W112468
IDEAL URGENT CARE A MEDICAL CORPORATION, 4182 N 1ST ST STE 105 FRESNO CA 93726-4300,(559) 224-3300,559-224-3306,Urgent Care,1245767102,IDEAL URGENT CARE A MEDICAL CORPORATION,,CAMILLE MUNGANGA - (VICE PRESIDENT),Organization,No,05/22/2017,05/22/2017 - About 11 months ago,n/a
"IDEAL URGENT CARE, PC", 3523 BUFORD HWY NE SUITE 100B ATLANTA GA 30329-1278,770-315-6797,,Urgent Care,1134396039,"IDEAL URGENT CARE, PC",,GEORGE TUCKER - (PRESIDENT),Organization,No,05/11/2008,05/11/2008 - About 10 years ago,GA License # 022068 Other 08301947 DATE OF BIRTH
IHA HEALTH SERVICES CORPORATION, 2090 COMMONWEALTH BLVD SUITE 100 ANN ARBOR MI 48105-1580,734-995-0308,,Urgent Care,1013194307,IHA HEALTH SERVICES CORPORATION,,CYNTHIA ELLIOTT - (VP/CHIEF OPERATING OFFICER),Organization,No,01/29/2008,04/01/2011 - About 7 years ago,n/a
IHA URGENT CARE-DOMINO'S FARMS LBN IHA HEALTH SERVICES CORPORATION, 4200 WHITEHALL DR SUITE 150 ANN ARBOR MI 48105-9694,734-995-0308,,Urgent Care,1992937023,IHA HEALTH SERVICES CORPORATION,IHA URGENT CARE-DOMINO'S FARMS,CYNTIA ELLIOTT - (CHIEF OPERATING OFFICER),Organization,No,08/24/2009,10/23/2014 - About 3 years ago,n/a
"ILLINI PEDIATRICS, LLC", 109 W LEGION AVE COLUMBIA IL 62236-2341,618-281-4325,618-208-1313,"Urgent Care,Primary Care",1346207784,"ILLINI PEDIATRICS, LLC",,JOSEPH CANGAS - (PROPRIETOR),Organization,No,04/28/2006,04/29/2015 - About 3 years ago,IL License # 036110913 IL Medicaid =========-62236-01
ILLINOIS PRIMARY URGENT CARE LLC, 1201 E BROADWAY STE B MONMOUTH IL 61462-1995,309-337-0736,,"Primary Care,Urgent Care",1255834446,ILLINOIS PRIMARY URGENT CARE LLC,,ABDUL ROYEEN - (OWNER),Organization,No,03/14/2018,03/14/2018 - About a month ago,IL License # 036127590
"ILLINOIS URGENT CARE PROVIDER NETWORK, LLC", 7332 E BUTHERUS DR HANGAR ONE SCOTTSDALE AZ 85260-2426,813-777-6453,,Urgent Care,1780942003,"ILLINOIS URGENT CARE PROVIDER NETWORK, LLC",,LOU HORWITZ - (EXECUTIVE DIRECTOR),Organization,No,04/24/2012,04/24/2012 - About 6 years ago,IL License # 03896218
IMA URGENT CARE, 30 SHREWSBURY PLZ SHREWSBURY NJ 07702-4322,732-460-9840,732-460-9848,Urgent Care,1427432244,IMA URGENT CARE,,JAN GLOWACKI - (TREASURER),Organization,Yes,07/10/2015,07/10/2015 - About 3 years ago,NJ License # 261QU0200X NJ Medicaid 3259501 NJ Other J020393 CHAMPUS NJ Other CA1204 MEDICARE RAILROAD
IMC PRIMERA LLC, 800 VIRGINIA AVE SUITE 200 HAPEVILLE GA 30354-4302,888-311-2976,404-549-3393,Urgent Care,1609119882,IMC PRIMERA LLC,,SHAILESH KOTHARI - (OWNER),Organization,No,04/05/2013,04/05/2013 - About 5 years ago,n/a
IMED URGENT CARE, 940 MEMORY LN SUITE 103 GALLATIN TN 37066-7161,615-452-5901,615-250-7900,"Urgent Care,Family Medicine",1679951065,IMED URGENT CARE,,SUBIR GUHA - (SUPERVISING PHYSICIAN),Organization,No,05/18/2015,05/19/2015 - About 3 years ago,TN License # MD0000029196
IMED URGENT CARE CENTER LBN JIR FINANCIAL GROUP INC, 1770 NE MIAMI GARDENS DR MIAMI FL 33179-5301,305-949-7990,305-949-3532,Urgent Care,1235239534,JIR FINANCIAL GROUP INC,IMED URGENT CARE CENTER,RAINIER RAKHAR - (C.E.O.),Organization,No,09/25/2006,05/23/2008 - About 10 years ago,FL Other B906Y BC/BS
IMED URGENT CARE LBN JANNA HEALTH CARE GROUP LLC, 6240 CORAL RIDGE DR STE 105 CORAL SPRINGS FL 33076-3390,954-340-5311,,Urgent Care,1801075791,JANNA HEALTH CARE GROUP LLC,IMED URGENT CARE,CHRISTOPHER PEREZ - (MEDICAL DIRECTOR),Organization,No,10/29/2007,01/30/2009 - About 9 years ago,n/a
IMMEDIACY URGENT CARE INC., 8283 GROVE AVE STE 102A RANCHO CUCAMONGA CA 91730-3137,323-422-5000,,Urgent Care,1447668876,IMMEDIACY URGENT CARE INC.,,ELLIOT WEINSTEIN - (OWNER),Organization,No,07/29/2014,07/29/2014 - About 4 years ago,n/a
"IMMEDIATE CARE - BOYKINS LBN URGENT CARE CENTERS, INC.", 18213 VIRGINIA AVE BOYKINS VA 23827-2744,757-654-0244,,Urgent Care,1164548582,"URGENT CARE CENTERS, INC.",IMMEDIATE CARE - BOYKINS,JAMES TIBITTS - (CEO),Organization,Not specified,03/21/2007,07/08/2007 - About 11 years ago,n/a
"IMMEDIATE CARE CENTER LBN ABERDEEN VENTURES, LTD.", 5521 W LINCOLN HWY SUITE 1A CROWN POINT IN 46307-1098,219-769-8284,,Urgent Care,1548409543,"ABERDEEN VENTURES, LTD.",IMMEDIATE CARE CENTER,JOHN JOHNSON - (PRESIDENT & SECRETARY/TREASURER),Organization,No,02/13/2009,06/08/2009 - About 9 years ago,n/a
IMMEDIATE CARE CENTER LBN FRANCISCAN ST. FRANCIS HEALTH, 650 N GIRLS SCHOOL RD INDIANAPOLIS IN 46214-3672,317-271-5080,,Urgent Care,1336441732,FRANCISCAN ST. FRANCIS HEALTH,IMMEDIATE CARE CENTER,ROBERT BRODY - (PRESIDENT AND CEO),Organization,No,11/17/2010,08/14/2013 - About 5 years ago,n/a
IMMEDIATE CARE CENTER LBN FRANCISCAN ST. FRANCIS HEALTH, 5210 E THOMPSON RD INDIANAPOLIS IN 46237-2085,317-899-5546,,Urgent Care,1417259813,FRANCISCAN ST. FRANCIS HEALTH,IMMEDIATE CARE CENTER,ROBERT BRODY - (PRESIDENT AND CEO),Organization,No,11/17/2010,08/14/2013 - About 5 years ago,n/a
IMMEDIATE CARE CENTER LBN FRANCISCAN ST. FRANCIS HEALTH, 1001 N MADISON AVE GREENWOOD IN 46142-4135,317-888-3508,,Urgent Care,1427350826,FRANCISCAN ST. FRANCIS HEALTH,IMMEDIATE CARE CENTER,ROBERT BRODY - (PRESIDENT AND CEO),Organization,No,11/17/2010,08/14/2013 - About 5 years ago,n/a
IMMEDIATE CARE CENTER LBN FRANCISCAN ST. FRANCIS HEALTH, 860 E 86TH ST INDIANAPOLIS IN 46240-6859,317-580-3200,,Urgent Care,1699077099,FRANCISCAN ST. FRANCIS HEALTH,IMMEDIATE CARE CENTER,ROBERT BRODY - (PRESIDENT AND CEO),Organization,No,11/17/2010,08/14/2013 - About 5 years ago,n/a
IMMEDIATE CARE CENTER LBN NORTH FLORIDA IMMEDIATE CARE CENTER, 812 NW 57TH ST GAINESVILLE FL 32605-6414,352-333-4700,352-333-4717,Urgent Care,1093872889,NORTH FLORIDA IMMEDIATE CARE CENTER,IMMEDIATE CARE CENTER,KYLE BAXTER - (MEDICAL OFFICE MANAGER),Organization,Not specified,01/02/2007,07/08/2007 - About 11 years ago,FL License # 6211110000007 FL Other B901Z BCBS FACILITY ID
"IMMEDIATE CARE CENTER LBN NORTON ENTERPRISES, INC.", 200 HIGH RISE DR STE 374 LOUISVILLE KY 40213-3273,502-212-1309,502-969-3799,Urgent Care,1699799247,"NORTON ENTERPRISES, INC.",IMMEDIATE CARE CENTER,WILLIAM RITCHIE - (VICE PRESIDENT),Organization,No,07/27/2006,11/01/2007 - About 10 years ago,KY Medicaid 65928301
IMMEDIATE CARE CENTER OF WESTMONT LBN AMER I ALHUSSAINI MD SC, 29 N CASS AVE STE A WESTMONT IL 60559-1669,630-325-6825,,Urgent Care,1124402466,AMER I ALHUSSAINI MD SC,IMMEDIATE CARE CENTER OF WESTMONT,AMER ALHUSSAINI - (OWNER),Organization,No,07/16/2015,08/20/2015 - About 3 years ago,n/a
"IMMEDIATE CARE CENTER LBN UNITY PHYSICIAN GROUP, PC", 1001 N MADISON AVE GREENWOOD IN 46142-4135,317-888-3508,317-888-5968,Urgent Care,1619195039,"UNITY PHYSICIAN GROUP, PC",IMMEDIATE CARE CENTER,MICHAEL BISHOP - (CEO),Organization,No,04/23/2007,08/26/2010 - About 8 years ago,n/a
"IMMEDIATE CARE CENTER LBN UNITY PHYSICIAN GROUP, PC", 860 E 86TH ST INDIANAPOLIS IN 46240-1806,317-580-3200,317-580-9206,Urgent Care,1861610271,"UNITY PHYSICIAN GROUP, PC",IMMEDIATE CARE CENTER,MICHAEL BISHOP - (CEO),Organization,No,04/23/2007,06/27/2008 - About 10 years ago,n/a
"IMMEDIATE CARE CENTER LBN UNITY PHYSICIAN GROUP, PC", 5521 W LINCOLN HWY STE 1A CROWN POINT IN 46307-1098,812-336-1690,812-349-1311,Urgent Care,1073731576,"UNITY PHYSICIAN GROUP, PC",IMMEDIATE CARE CENTER,MICHAEL BISHOP - (CEO),Organization,No,04/23/2007,06/27/2008 - About 10 years ago,n/a
"IMMEDIATE CARE CENTER LBN UNITY PHYSICIAN GROUP, PC", 992 N MITTHOEFFER RD INDIANAPOLIS IN 46229-2622,317-899-5546,317-897-7113,Urgent Care,1114145547,"UNITY PHYSICIAN GROUP, PC",IMMEDIATE CARE CENTER,MICHAEL BISHOP - (CREDENTIALING COORDINATOR),Organization,No,04/23/2007,06/27/2008 - About 10 years ago,n/a
"IMMEDIATE CARE CENTER LBN UNITY PHYSICIAN GROUP, PC", 650 N GIRLS SCHOOL RD INDIANAPOLIS IN 46214-3672,317-271-5080,317-271-0698,Urgent Care,1548488950,"UNITY PHYSICIAN GROUP, PC",IMMEDIATE CARE CENTER,MICHAEL BISHOP - (CEO),Organization,No,04/23/2007,06/27/2008 - About 10 years ago,n/a
"IMMEDIATE CARE CENTER LBN UNITY PHYSICIAN GROUP, PC", 6620 E. 65TH STREET INDIANAPOLIS IN 46220-4302,317-598-1034,317-598-1895,Urgent Care,1568681062,"UNITY PHYSICIAN GROUP, PC",IMMEDIATE CARE CENTER,MICHAEL BISHOP - (CEO),Organization,No,04/24/2007,06/27/2008 - About 10 years ago,n/a
"IMMEDIATE CARE CENTERS, TYRONE LBN IMMEDIATE CARE CENTERS OF GEORGIA, LLC", 190 GREENCASTLE RD. TYRONE GA 30290,678-895-0216,,Urgent Care,1689858805,"IMMEDIATE CARE CENTERS OF GEORGIA, LLC","IMMEDIATE CARE CENTERS, TYRONE",RAY BENNETT - (DIRECTOR),Organization,No,12/24/2007,09/09/2008 - About 10 years ago,GA License # 056526 GA Medicaid 152797525A
"IMMEDIATE CARE CLINIC, PLLC", 1303 N MAIN ST STE C SHELBYVILLE TN 37160-2331,931-685-0072,931-685-0074,"Clinic/Center,Primary Care,Urgent Care",1699919399,"IMMEDIATE CARE CLINIC, PLLC",,ANITA PHILIPOSE - (NURSE PRACTITIONER/OWNER),Organization,No,04/24/2009,11/12/2009 - About 8 years ago,TN License # 13535
"IMMEDIATE CARE EAST WALK-IN MEDICAL TREATMENT, PLLC", 1600 MOSELEY RD VICTOR NY 14564-9738,585-582-1202,,Urgent Care,1053465351,"IMMEDIATE CARE EAST WALK-IN MEDICAL TREATMENT, PLLC",,MAUREEN MCRAE - (OWNER),Organization,Not specified,01/23/2007,07/08/2007 - About 11 years ago,NY License # 211789
"IMMEDIATE CARE MEDICAL WALK-IN OF BENSONHURST, PC", 6906 18TH AVE BROOKLYN NY 11204-5048,732-335-9400,,Urgent Care,1265852800,"IMMEDIATE CARE MEDICAL WALK-IN OF BENSONHURST, PC",,ESMAT SHAROBEEM - (CHIEF MEDICAL OFFICER),Organization,Yes,04/22/2014,03/16/2015 - About 3 years ago,n/a
"IMMEDIATE CARE MEDICAL WALK-IN OF HAZLET, PA", 1376 HIGHWAY 36 HAZLET NJ 07730,732-264-5500,732-264-5554,"Urgent Care,Family Medicine,Internal Medicine",1245595313,"IMMEDIATE CARE MEDICAL WALK-IN OF HAZLET, PA",,LISA GOLDING-GRANADO - (OWNER),Organization,No,07/05/2012,01/17/2013 - About 5 years ago,NJ Other 0 HORIZON BLUE CROSS AND BLUE SHIELD
IMMEDIATE CARE MEDICAL WALK-IN OF TOMS RIVER, 1 ROUTE 37 W TOMS RIVER SHOPPING CENTER TOMS RIVER NJ 08753-6500,732-335-9400,,Urgent Care,1013337633,IMMEDIATE CARE MEDICAL WALK-IN OF TOMS RIVER,,ESMAT SHAROBEEM - (OWNER),Organization,Yes,04/22/2014,04/22/2014 - About 4 years ago,n/a
"IMMEDIATE CARE OF OKLAHOMA, LLC", 1265 E 33RD ST EDMOND OK 73013-6307,405-513-6300,405-513-6301,Urgent Care,1104165331,"IMMEDIATE CARE OF OKLAHOMA, LLC",,KEVIN PENWELL - (COM),Organization,No,02/07/2013,02/11/2013 - About 5 years ago,n/a
IMMEDIATE CARE OF OKLAHOMA LLC, 805 W COVELL RD SUITE 200 EDMOND OK 73003-2176,405-216-5373,405-216-5017,Urgent Care,1154753614,IMMEDIATE CARE OF OKLAHOMA LLC,,KEVIN PENWELL - (COM/MEDICAL DIRECTOR),Organization,No,08/06/2013,08/07/2013 - About 5 years ago,OK License # 3873
IMMEDIATE CARE OF OKLAHOMA LLC, 11808 SOUTH MAY AVENUE OKLAHOMA CITY OK 73170-2560,405-735-2370,405-735-2369,Urgent Care,1164697694,IMMEDIATE CARE OF OKLAHOMA LLC,,KEVIN PENWELL - (COM),Organization,No,04/25/2008,04/03/2014 - About 4 years ago,n/a
IMMEDIATE CARE OF OKLAHOMA L.L.C., 5700 SE 74TH ST OKLAHOMA CITY OK 73135-1106,405-600-6869,405-600-6978,Urgent Care,1578932299,IMMEDIATE CARE OF OKLAHOMA L.L.C.,,"KEVIN PENWELL - (COM, PRESIDENT)",Organization,No,09/23/2015,10/06/2015 - About 3 years ago,OK License # 4106
IMMEDIATE CARE OF OKLAHOMA LLC, 3400 W TECUMSEH RD STE 100 NORMAN OK 73072-1810,405-307-6900,,Urgent Care,1790912491,IMMEDIATE CARE OF OKLAHOMA LLC,,KEVIN PENWELL - (COM),Organization,No,06/19/2009,06/19/2009 - About 9 years ago,n/a
IMMEDIATE CARE OF OKLAHOMA LLC, 800 24TH AVE NW NORMAN OK 73069-6314,405-321-7100,,Urgent Care,1851528541,IMMEDIATE CARE OF OKLAHOMA LLC,,KEVIN PENWELL - (COM),Organization,No,06/19/2009,06/19/2009 - About 9 years ago,n/a
IMMEDIATE CARE PLUS LTD, 888 E MAIN ST EAST DUNDEE IL 60118-0000,630-776-5027,,Urgent Care,1699008243,IMMEDIATE CARE PLUS LTD,,RABIA NAVEED - (OWNER),Organization,No,09/15/2009,09/15/2009 - About 9 years ago,IL License # 036.123816 IL Medicaid 036.123816
"IMMEDIATE CARE URGENT CARE-GLEN BURNIE, LLC", 7010 RITCHIE HWY GLEN BURNIE MD 21061-2902,410-760-4500,410-761-5035,Urgent Care,1346304300,"IMMEDIATE CARE URGENT CARE-GLEN BURNIE, LLC",,ALLAN SENKER - (PRESIDENT),Organization,Not specified,12/21/2006,07/08/2007 - About 11 years ago,n/a
"IMMEDIATE CARE URGENT CARE-REISTERSTOWN, LLC", 11722 REISTERSTOWN RD REISTERSTOWN MD 21136-3302,410-833-5000,410-833-1433,Urgent Care,1871657825,"IMMEDIATE CARE URGENT CARE-REISTERSTOWN, LLC",,ALLAN SENKER - (PRESIDENT),Organization,Not specified,12/21/2006,07/08/2007 - About 11 years ago,n/a
"IMMEDIATE CLINIC LBN DRX WA URGENT CARE PROVIDERS, PLLC", 607 SE EVERETT MALL WAY SUITE 2 EVERETT WA 98208-3248,425-265-7000,,"Family Medicine,Emergency Medicine,Nurse Practitioner,Physician Assistant,Urgent Care",1144565219,"DRX WA URGENT CARE PROVIDERS, PLLC",IMMEDIATE CLINIC,JEROMY SJOLSETH - (DIRECTOR OF OPERATIONS),Organization,No,11/30/2012,10/10/2013 - About 5 years ago,n/a
"IMMEDIATE CLINIC LBN DRX WA URGENT CARE PROVIDERS, PLLC", 4725 196TH ST SW SUITE 105 LYNNWOOD WA 98036-5518,425-640-5115,,"Family Medicine,Emergency Medicine,Nurse Practitioner,Physician Assistant,Urgent Care",1295070324,"DRX WA URGENT CARE PROVIDERS, PLLC",IMMEDIATE CLINIC,JEROMY SJOLSETH - (DIRECTOR OF OPERATIONS),Organization,No,11/29/2012,02/11/2014 - About 4 years ago,n/a
IMMEDIATE CLINIC LBN DRX WA URGENT CARE PROVIDERS PLLC, 1512 BROADWAY SEATTLE WA 98122-3811,206-323-4000,206-323-4005,"Family Medicine,Emergency Medicine,Nurse Practitioner,Physician Assistant,Urgent Care",1487083713,DRX WA URGENT CARE PROVIDERS PLLC,IMMEDIATE CLINIC,JEROMY SJOLSETH - (DIRECTOR OF OPERATIONS),Organization,No,11/07/2013,11/19/2013 - About 4 years ago,n/a
IMMEDIATE CLINIC LBN DRX WA URGENT CARE PROVIDERS PLLC, 3050 NE 127TH ST SEATTLE WA 98125-4415,206-440-7000,206-440-7001,"Family Medicine,Emergency Medicine,Nurse Practitioner,Physician Assistant,Urgent Care",1497184725,DRX WA URGENT CARE PROVIDERS PLLC,IMMEDIATE CLINIC,JEROMY SJOLSETH - (DIRECTOR OF OPERATIONS),Organization,No,11/07/2013,11/19/2013 - About 4 years ago,n/a
IMMEDIATE CLINIC LBN DRX WA URGENT CARE PROVIDERS PLLC, 13131 NE 85TH ST KIRKLAND WA 98033-8092,425-702-8002,425-702-8003,"Family Medicine,Emergency Medicine,Nurse Practitioner,Physician Assistant,Urgent Care",1518396845,DRX WA URGENT CARE PROVIDERS PLLC,IMMEDIATE CLINIC,JEROMY SJOLSETH - (DIRECTOR OF OPERATIONS),Organization,No,11/07/2013,11/19/2013 - About 4 years ago,n/a
IMMEDIATE CLINIC LBN DRX WA URGENT CARE PROVIDERS PLLC, 23131 BOTHELL EVERETT HWY STE B BOTHELL WA 98021-9362,425-483-3335,425-483-3336,"Family Medicine,Emergency Medicine,Nurse Practitioner,Physician Assistant,Urgent Care",1578992806,DRX WA URGENT CARE PROVIDERS PLLC,IMMEDIATE CLINIC,JEROMY SJOLSETH - (DIRECTOR OF OPERATIONS),Organization,No,11/07/2013,04/28/2014 - About 4 years ago,n/a
